cmc,power,toughness,race,ability,color
3,2,2,Zombie,none,Black
1,2,1,Zombie,none,Black
6,5,5,Demon,Deathtouch,Black
3,3,2,Human,none,Black
3,0,0,Zombie,none,Black
8,8,4,Giant,none,White
2,1,1,Kithkin,none,White
3,1,2,Human,none,White
2,1,1,Human,none,White
5,3,5,Human,none,White
6,3,3,Giant,none,White
4,2,2,Human,none,White
5,2,4,Human,none,White
3,1,1,Human,none,White
3,2,2,Human,none,White
5,3,3,Human,none,White
4,2,2,Human,Vigilance,White
5,2,4,Human,none,White
3,1,5,Wall,none,White
6,4,4,Human,Vigilance,White
4,2,4,Merfolk,none,Blue
4,1,4,Minotaur,none,Blue
5,4,4,Human,none,Blue
4,1,3,Human,none,Blue
3,2,3,Djinn,none,Blue
4,0,1,Dwarf,none,Blue
3,0,1,Starfish,none,Blue
5,3,3,Human,none,Blue
6,4,4,Human,none,Blue
4,2,3,Human,none,Blue
3,1,1,Human,none,Blue
3,3,3,Human,none,Blue
4,0,1,Spirit,none,Black
4,0,1,Insect,none,Black
6,7,7,Horror,First strike,Black
3,0,2,Spirit,none,Black
4,2,4,Werewolf,none,Black
5,2,5,Demon,none,Black
5,3,3,Human,none,Black
2,2,1,Human,none,Black
4,2,2,Human,none,Black
3,2,1,Human,none,Black
4,3,2,Human,none,Black
2,2,2,Human,none,Black
2,1,1,Minotaur,none,Red
4,1,3,Minotaur,none,Red
4,2,2,Human,none,Red
0,0,1,Kobold,none,Red
4,2,2,Manticore,Flying,Red
5,3,3,Human,none,Red
3,1,2,Drake,Flying,Red
6,3,2,Phoenix,Flying,Red
6,4,4,Giant,none,Red
3,2,3,Minotaur,none,Red
2,1,2,Kobold,none,Red
2,1,2,Kobold,First strike,Red
2,1,2,Kobold,none,Red
0,0,1,Kobold,none,Red
6,4,3,Human,Haste,Red
4,3,3,Minotaur,Haste,Red
9,8,8,Dragon,none,Red
1,1,1,Elf,none,Green
3,1,2,Faerie,Flying,Green
2,1,1,Faerie,Flying,Green
3,1,2,Human,none,Green
3,2,3,Cat,none,Green
1,2,1,Cat,none,Green
3,0,1,Insect,Flying,Green
5,4,4,Human,none,Green
5,4,5,Human,none,Green
1,1,1,Faerie,Flying,Green
4,3,3,Cat,none,Green
3,2,2,Human,none,Green
4,2,2,Faerie,none,Green
4,1,1,Satyr,none,Green
5,4,4,Treefolk,none,Green
4,1,1,Dragon,Flying,Red
5,4,4,Elemental,Flying,Blue
1,1,1,Human,none,White
1,0,1,Bird,Flying,Green
2,2,2,Human,First strike,Black
4,3,3,Wraith,none,Black
4,0,0,Shapeshifter,none,Blue
5,2,4,Cockatrice,Flying,Green
6,6,4,Wurm,none,Green
6,5,5,Demon,none,Black
4,2,3,Dragon,Flying,Red
2,1,1,Skeleton,none,Black
3,1,1,Dwarf,none,Red
3,1,1,Dwarf,none,Red
5,4,5,Elemental,none,Red
2,2,1,Elf,First strike,Green
5,5,4,Elemental,none,Red
6,8,8,Elemental,Trample,Green
3,0,1,Shade,none,Black
4,2,2,Fungus,none,Green
6,*,*,Avatar,none,Green
4,2,4,Spider,Reach,Green
1,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Gargoyle,Flying,Red
3,2,2,Ogre,none,Red
2,2,2,Bear,none,Green
4,3,3,Giant,none,Red
3,2,3,Minotaur,none,Red
3,2,2,Specter,Flying,Black
2,2,2,Orc,none,Red
5,3,5,Treefolk,none,Green
4,*,*,Human,none,Red
3,1,1,Human,none,Green
1,1,1,Elf,none,Green
2,2,2,Merfolk,none,Blue
7,7,7,Demon,Flying,Black
6,5,6,Djinn,Flying,Blue
1,1,1,Merfolk,none,Blue
2,1,1,Pegasus,Flying,White
1,1,1,Goblin,none,Red
2,1,1,Spirit,Haste,Black
3,1,1,Imp,none,Black
6,*,*,Nightmare,Flying,Black
4,3,3,Human,none,White
3,1,3,Orc,none,Red
3,2,2,Unicorn,none,White
6,6,6,Avatar,none,White
4,4,1,Illusion,Flying,Blue
4,3,3,Illusion,Flying,Blue
5,4,3,Human,none,Blue
3,*,*,Rat,none,Black
3,1,1,Human,none,Blue
4,3,3,Bird,Flying,Red
2,0,0,Hydra,none,Red
3,1,1,Human,none,Black
2,1,1,Human,none,White
1,2,1,Cat,none,White
3,2,2,Zombie,none,Black
4,2,2,Zombie,none,Black
1,1,1,Faerie,Flying,Green
6,5,5,Serpent,none,Blue
3,2,2,Troll,none,Red
5,4,4,Vampire,Flying,Black
5,4,4,Angel,Flying,White
1,1,1,Nymph,none,Green
6,5,5,Dragon,Flying,Red
4,3,4,Giant,none,Red
5,2,4,Basilisk,none,Green
1,1,1,Wolf,none,Green
5,4,4,Giant,Trample,Red
3,2,2,Troll,none,Red
3,0,2,Human,none,Green
5,0,0,Shapeshifter,none,Blue
5,2,5,Human,none,White
3,1,5,Wall,none,Blue
3,1,4,Skeleton,none,Black
3,2,3,Plant,none,Green
3,0,5,Wall,none,Red
3,0,7,Wall,none,Green
3,0,8,Wall,none,Red
4,3,5,Wall,Flying,White
3,0,5,Wall,none,Blue
1,0,3,Wall,none,Green
4,3,3,Elephant,Trample,Green
5,5,4,Elemental,none,Blue
2,2,2,Human,First strike,White
1,0,1,Spirit,Flying,Black
3,2,3,Zombie,none,Black
1,1,1,Kithkin,none,White
3,2,2,Kithkin,First strike,White
5,0,4,Kithkin,none,White
1,0,1,Insect,Flying,White
4,*,*,Kithkin,Vigilance,White
2,1,1,Kithkin,none,White
2,1,1,Kithkin,Lifelink,White
3,1,4,Kithkin,none,White
7,4,4,Spirit,none,White
5,2,2,Kithkin,none,White
4,2,2,Elf,Flying,White
2,2,2,Elf,none,White
6,5,5,Angel,Flying,White
7,5,7,Bird,Flying,White
6,3,5,Elemental,none,White
2,1,1,Faerie,Flying,Blue
1,1,1,Merfolk,none,Blue
6,2,2,Merfolk,none,Blue
1,1,1,Merfolk,none,Blue
4,*,*,Faerie,Flying,Blue
7,4,8,Kraken,none,Blue
4,2,2,Kithkin,Flying,Blue
4,1,4,Faerie,Flying,Blue
3,3,3,Merfolk,none,Blue
5,3,3,Merfolk,none,Blue
3,2,2,Kithkin,none,Blue
3,2,1,Merfolk,Flash,Blue
5,3,3,Beast,none,Blue
5,6,4,Elemental,none,Blue
6,4,3,Elemental,none,Black
3,1,1,Elemental,none,Black
5,3,2,Elemental,none,Black
3,1,3,Elemental,none,Black
4,*,*,Elemental,none,Black
3,4,3,Ouphe,none,Black
3,2,2,Faerie,Flying,Black
7,7,6,Demon,none,Black
4,2,2,Merfolk,none,Black
4,1,1,Spirit,none,Black
6,5,5,Spirit,none,Black
5,3,2,Faerie,Flying,Black
2,2,1,Elemental,none,Black
1,1,1,Elemental,none,Black
4,0,1,Imp,Flying,Red
2,1,1,Goblin,none,Red
3,2,1,Goblin,none,Red
4,5,4,Giant,none,Red
4,7,7,Giant,none,Red
5,3,3,Giant,none,Red
4,*,*,Goblin,Menace,Red
6,3,3,Giant,none,Red
1,1,1,Goblin,none,Red
7,7,5,Dragon,Flying,Red
2,1,1,Goblin,Haste,Red
2,1,1,Elemental,Haste,Red
2,1,2,Goblin,First strike,Red
4,4,4,Giant,none,Red
5,4,4,Treefolk,none,Green
2,0,2,Elf,none,Green
4,*,*,Elf,Hexproof,Green
3,1,1,Elf,none,Green
6,3,6,Treefolk,none,Green
3,3,3,Spider,Reach,Green
3,1,1,Goblin,Trample,Green
2,1,3,Spider,Reach,Green
7,5,5,Troll,none,Green
1,1,1,Elf,none,Green
6,5,4,Giant,none,Green
3,2,2,Elemental,Trample,Green
4,3,3,Elf,none,Green
6,9,9,Wurm,none,Green
8,6,6,Treefolk,Trample,Green
2,1,1,Human,none,White
4,2,4,Human,none,White
4,2,3,Human,Flying,White
9,5,5,Bringer,Trample,White
2,2,2,Cat,none,White
4,2,3,Elephant,none,White
5,3,3,Elephant,Vigilance,White
7,3,4,Cat,Vigilance,White
3,1,3,Cat,Flying,White
3,1,1,Cat,Flying,White
4,2,2,Drone,Flying,Blue
9,5,5,Bringer,Trample,Blue
8,5,6,Drone,Flying,Blue
6,4,1,Elemental,none,Blue
8,5,4,Beast,Flying,Blue
2,1,1,Human,none,Blue
3,2,2,Human,none,Blue
2,1,2,Vedalken,none,Blue
2,3,3,Zombie,none,Black
9,5,5,Bringer,Trample,Black
4,2,2,Imp,Flying,Black
4,8,8,Elemental,none,Black
4,5,1,Zombie,none,Black
3,3,3,Drake,Flying,Black
3,2,2,Human,none,Black
6,3,4,Vampire,Flying,Black
3,2,2,Human,none,Black
7,3,6,Zombie,none,Black
3,2,2,Rat,none,Black
9,5,5,Bringer,Trample,Red
3,7,6,Beast,Trample,Red
4,2,2,Dragon,Flying,Red
3,2,2,Goblin,First strike,Red
6,5,4,Hellion,Haste,Red
4,2,2,Goblin,none,Red
5,3,3,Ogre,none,Red
7,5,5,Giant,none,Red
1,3,1,Elemental,Trample,Red
3,1,1,Human,Haste,Red
9,5,5,Bringer,Trample,Green
3,2,1,Human,none,Green
6,4,6,Beast,none,Green
2,2,1,Elf,none,Green
3,2,2,Ouphe,none,Green
2,1,1,Human,none,Green
2,1,2,Snake,none,Green
5,3,2,Troll,none,Green
7,6,6,Elemental,none,Green
6,5,4,Beast,none,Green
4,3,3,Elf,none,Green
4,1,2,Elf,none,Green
1,1,1,Goblin,none,Red
1,1,1,Ape,none,Red
3,3,4,Efreet,Flying,Blue
7,5,7,Angel,Flying,White
4,3,4,Human,none,White
3,2,2,Hippogriff,Flying,White
3,1,2,Human,none,White
3,2,3,Spirit,Flash,White
3,0,3,Human,none,White
5,3,4,Human,Lifelink,White
4,3,2,Human,none,White
2,2,3,Spirit,none,White
4,4,3,Angel,Flying,White
2,2,2,Spirit,none,White
3,3,2,Human,none,White
2,1,1,Human,First strike,White
4,2,3,Human,none,White
2,2,1,Spirit,Flying,White
2,1,2,Human,none,White
2,2,1,Human,none,White
6,4,3,Angel,Flying,White
3,3,2,Human,First strike,White
5,4,4,Human,First strike,White
1,1,1,Human,none,White
5,3,4,Zombie,Flying,Blue
2,1,1,Homunculus,none,Blue
5,5,4,Insect,Flying,Blue
4,0,2,Human,none,Blue
3,2,2,Human,none,Blue
2,1,3,Spirit,none,Blue
3,0,4,Spirit,none,Blue
3,2,3,Human,none,Blue
4,0,3,Shapeshifter,none,Blue
3,2,3,Zombie,Prowess,Blue
4,3,3,Zombie,none,Blue
1,1,1,Spirit,Flying,Blue
3,2,1,Spirit,Flash,Blue
4,3,3,Spirit,Flying,Blue
2,2,1,Spirit,Flying,Blue
2,1,1,Human,none,Blue
1,1,1,Zombie,none,Black
7,4,5,Vampire,Flying,Black
4,2,4,Zombie,none,Black
2,2,1,Rat,none,Black
4,2,2,Zombie,none,Black
3,1,1,Zombie,none,Black
5,4,3,Vampire,Lifelink,Black
5,3,3,Human,none,Black
6,0,0,Zombie,none,Black
2,2,2,Vampire,none,Black
3,2,3,Human,none,Black
2,2,2,Vampire,none,Black
3,3,2,Zombie,none,Black
4,0,13,Plant,none,Black
1,1,1,Vampire,Lifelink,Black
5,3,3,Vampire,Flying,Black
2,1,3,Zombie,none,Black
4,3,3,Vampire,none,Black
6,5,5,Wolf,none,Red
8,3,4,Devil,Prowess,Red
1,1,2,Vampire,none,Red
3,2,3,Wolf,none,Red
3,2,3,Werewolf,none,Red
2,2,1,Wolf,Menace,Red
2,2,2,Vampire,none,Red
2,1,2,Vampire,Trample,Red
3,2,3,Human,none,Red
4,6,1,Devil,Trample,Red
4,5,3,Vampire,none,Red
5,4,5,Dragon,Flying,Red
4,3,2,Werewolf,none,Red
4,3,3,Vampire,none,Red
3,3,2,Vampire,Trample,Red
2,0,3,Human,none,Red
5,4,4,Werewolf,Trample,Red
3,1,4,Human,Reach,Red
4,4,3,Human,none,Green
3,2,3,Plant,none,Green
1,1,2,Human,none,Green
3,3,2,Human,none,Green
3,1,1,Human,none,Green
1,1,1,Dryad,Deathtouch,Green
2,2,2,Human,none,Green
5,3,5,Spider,Reach,Green
1,2,1,Werewolf,none,Green
2,2,2,Snake,Reach,Green
1,1,3,Spirit,none,Green
2,0,3,Human,none,Green
3,3,1,Werewolf,none,Green
5,4,3,Elk,none,Green
3,3,3,Wolf,Flash,Green
4,2,3,Spider,Flash,Green
4,2,4,Werewolf,none,Green
2,1,2,Werewolf,none,Green
6,6,6,Treefolk,none,Green
3,3,2,Human,Vigilance,Green
5,4,4,Angel,Flying,White
5,2,4,Human,none,White
7,4,7,Praetor,Vigilance,White
5,4,4,Spirit,Flying,White
4,4,4,Angel,Flying,White
9,7,7,Angel,Flying,White
2,2,2,Spirit,none,White
1,1,1,Kor,none,White
3,2,2,Human,Double strike,White
3,1,1,Shapeshifter,none,White
4,1,4,Spirit,none,White
2,2,1,Human,none,White
3,1,1,Cat,Flying,White
2,2,2,Cat,none,White
4,2,3,Cat,none,White
3,2,2,Spirit,none,White
6,4,4,Elemental,none,Blue
5,4,3,Elemental,Flying,Blue
4,4,3,Sphinx,Flying,Blue
3,2,3,Elemental,Flying,Blue
6,6,6,Elemental,none,Blue
5,0,0,Beast,none,Blue
5,2,2,Elemental,Flying,Blue
6,0,0,Human,none,Blue
8,5,4,Beast,Flying,Blue
6,3,2,Drone,Flying,Blue
3,2,1,Surrakar,none,Blue
2,1,1,Bird,Flying,Blue
3,3,1,Faerie,Flash,Blue
3,0,0,Vedalken,none,Blue
4,3,4,Elemental,none,Blue
2,1,1,Vampire,none,Black
3,3,1,Imp,Flying,Black
2,2,1,Human,none,Black
5,4,1,Eldrazi,none,Black
2,1,1,Bat,Flying,Black
5,2,2,Human,none,Black
3,2,2,Shapeshifter,none,Black
6,5,5,Spirit,none,Black
3,1,4,Elemental,none,Black
1,1,1,Spirit,none,Black
5,3,2,Faerie,Flying,Black
2,1,1,Skeleton,none,Black
4,1,1,Drake,Flying,Black
5,4,2,Spirit,none,Black
2,2,1,Elemental,none,Black
3,2,2,Spirit,none,Black
1,2,2,Vampire,none,Black
4,2,2,Vampire,Lifelink,Black
3,2,2,Ogre,First strike,Red
4,2,3,Goblin,none,Red
3,2,2,Human,First strike,Red
1,1,1,Goblin,none,Red
4,3,3,Minotaur,none,Red
6,5,5,Dragon,Flying,Red
3,2,2,Elemental,none,Red
3,2,2,Elemental,none,Red
5,2,2,Goblin,Haste,Red
6,3,3,Phoenix,Flying,Red
2,1,1,Elemental,none,Red
2,2,1,Elemental,none,Red
1,1,1,Goblin,none,Red
6,6,1,Elemental,none,Red
2,1,1,Human,Menace,Red
5,7,2,Elemental,Haste,Red
2,1,1,Viashino,Double strike,Red
4,2,2,Phoenix,Flying,Red
4,1,1,Crocodile,none,Green
5,5,5,Insect,none,Green
2,0,0,Spider,none,Green
4,0,0,Elemental,none,Green
2,2,2,Beast,none,Green
4,3,4,Yeti,none,Green
4,3,3,Kavu,none,Green
4,3,3,Eldrazi,none,Green
3,*,*,Human,none,Green
2,2,2,Eldrazi,none,Green
1,0,1,Human,none,Green
7,7,7,Wurm,Trample,Green
6,6,6,Giant,Trample,Green
6,3,3,Elemental,none,Green
3,*,*,Avatar,none,Green
1,1,1,Insect,none,Green
1,0,0,Human,none,Green
2,*,1,Lhurgoyf,none,Green
1,1,1,Fungus,none,Green
4,4,4,Elemental,none,Green
8,6,6,Angel,Flying,White
1,1,1,Human,none,White
2,1,1,Angel,Flying,White
3,2,2,Human,none,White
3,2,2,Human,none,White
4,2,2,Angel,Flying,White
4,2,2,Angel,Flying,White
4,2,3,Angel,Flying,White
5,3,3,Angel,Flying,White
5,4,4,Angel,Flying,White
6,5,5,Angel,Flying,White
7,4,4,Angel,Flying,White
9,4,6,Angel,Flying,White
7,7,7,Demon,Flying,Black
2,1,1,Horror,none,Black
2,2,2,Imp,Flying,Black
3,3,1,Imp,Flying,Black
3,2,1,Imp,Flying,Black
3,1,2,Human,none,Black
3,1,2,Imp,Flying,Black
3,1,2,Imp,Flying,Black
4,2,2,Imp,Flying,Black
4,2,2,Spirit,none,Black
4,2,3,Specter,Flying,Black
4,2,2,Imp,Flying,Black
5,3,3,Angel,Flying,Black
8,6,6,Demon,Flying,Black
9,9,9,Demon,none,Black
4,2,3,Specter,Flying,Black
3,2,2,Unicorn,none,White
2,1,1,Fox,none,White
4,3,1,Zombie,Haste,Black
4,2,3,Aurochs,Trample,Green
3,3,2,Human,none,Red
2,2,2,Bear,none,Green
2,0,2,Human,none,Blue
2,0,1,Hydra,none,Red
1,1,1,Human,none,Blue
3,1,2,Human,none,Red
4,2,2,Spirit,none,White
4,3,3,Giant,none,Red
2,1,1,Human,none,Black
1,1,1,Ouphe,none,Green
7,7,7,Human,First strike,Red
3,1,1,Frog,none,Green
3,2,2,Wolf,none,Green
5,3,4,Zombie,none,Black
4,*,*,Wall,none,Black
4,2,2,Elf,none,Green
3,1,2,Elf,none,White
5,2,3,Elemental,none,Red
3,2,2,Insect,none,Black
5,2,5,Dryad,none,Green
3,3,1,Spirit,none,Black
2,1,1,Human,none,Green
3,1,1,Ouphe,none,Green
3,1,1,Elf,none,Green
1,1,1,Elf,none,Green
3,2,2,Zombie,none,Black
4,1,2,Human,none,White
3,0,7,Wall,none,Blue
4,5,3,Goblin,Trample,Red
2,1,1,Goblin,none,Red
2,1,1,Goblin,none,Red
4,1,1,Goblin,none,Red
3,3,3,Ape,none,Green
3,2,2,Wolverine,none,Red
2,1,3,Horse,none,White
4,1,2,Shade,none,Black
5,4,3,Spirit,none,Black
4,4,4,Illusion,Flying,Blue
3,2,2,Illusion,none,Blue
5,7,4,Illusion,none,Blue
8,5,7,Demon,none,Black
6,6,6,Wurm,none,Green
3,1,1,Human,none,Green
7,3,3,Giant,none,Red
5,3,3,Yeti,none,Red
1,1,1,Human,none,White
1,3,1,Skeleton,none,Black
4,2,2,Human,none,White
2,1,1,Human,none,White
2,1,1,Human,none,White
6,2,5,Human,First strike,White
5,2,5,Human,none,White
5,2,2,Human,Flying,White
3,1,1,Human,Flying,White
1,1,1,Human,none,White
2,2,1,Human,none,Black
2,1,1,Human,none,Black
3,1,1,Human,none,Blue
5,3,3,Vampire,none,Black
3,2,3,Zombie,none,Black
4,*,1,Lhurgoyf,none,Green
3,2,3,Zombie,none,Black
4,1,1,Human,none,White
2,1,1,Human,none,Blue
4,1,1,Human,none,Red
4,3,3,Human,none,White
7,5,5,Demon,none,Black
7,4,4,Demon,none,Black
2,1,2,Illusion,none,Blue
3,1,1,Worm,none,Black
4,3,3,Horror,none,Black
1,1,1,Goat,none,Red
3,1,3,Human,none,Blue
4,1,1,Imp,none,Black
3,1,3,Orc,none,Red
1,2,2,Orc,none,Red
3,2,2,Orc,none,Red
2,1,1,Orc,none,Red
2,1,1,Orc,none,Red
1,1,1,Orc,none,Red
5,2,3,Orc,none,Red
3,2,2,Human,none,White
2,2,1,Human,none,White
3,2,2,Bear,none,Green
3,*,3,Rat,none,Black
2,1,1,Illusion,Flying,Blue
11,11,11,Kraken,Trample,Blue
3,2,2,Lizard,none,Green
3,1,1,Ouphe,none,Green
1,1,2,Dryad,none,Green
3,2,1,Cat,First strike,Red
8,7,6,Wurm,none,Green
5,2,3,Elemental,none,Blue
7,4,4,Angel,Flying,White
6,5,5,Yeti,none,Green
2,0,3,Human,none,White
5,4,2,Shapeshifter,none,Blue
6,5,6,Spirit,Flying,Blue
4,2,2,Bird,Flying,Blue
3,1,1,Hound,none,White
2,1,1,Human,none,Blue
5,4,3,Elemental,none,Red
3,2,2,Human,none,Black
1,1,1,Horse,none,Green
3,0,2,Wall,Flying,Blue
1,0,3,Plant,none,Green
4,3,3,Giant,none,Red
3,1,3,Wall,none,Red
4,3,3,Plant,none,Green
6,0,0,Yeti,none,Green
5,3,2,Elemental,Flying,Blue
3,3,2,Elephant,none,Green
3,2,3,Spider,Reach,Green
3,0,1,Insect,Flying,Green
2,1,1,Human,none,Blue
3,1,1,Human,none,Blue
3,3,3,Human,none,White
6,5,5,Angel,Flying,White
5,4,4,Angel,Flying,White
5,5,5,Giant,Vigilance,White
2,2,2,Cat,none,White
5,3,3,Snake,none,Blue
4,0,0,Shapeshifter,none,Blue
5,4,1,Cat,Flash,Blue
5,4,4,Spirit,none,Black
4,4,2,Zombie,none,Black
7,6,6,Zombie,Flying,Black
6,1,1,Vampire,Flying,Black
7,4,4,Dragon,Flying,Red
3,3,3,Human,none,Red
5,5,3,Giant,Haste,Red
4,2,2,Lizard,none,Green
7,8,6,Beast,Trample,Green
4,1,1,Plant,Trample,Green
6,4,5,Treefolk,Flash,Green
6,3,3,Goat,none,Green
3,1,3,Snake,Deathtouch,Green
4,3,3,Cat,none,White
7,5,6,Angel,Flying,White
7,5,5,Giant,Vigilance,White
5,3,3,Elemental,Flying,White
3,2,1,Kor,Flying,White
6,4,7,Cat,none,White
3,2,3,Kor,none,White
3,0,2,Human,none,White
3,2,2,Human,none,White
7,4,6,Archon,Flying,White
6,6,6,Giant,Vigilance,White
6,4,4,Angel,Flying,White
3,2,2,Vedalken,none,Blue
5,4,4,Spirit,Hexproof,Blue
5,2,2,Elemental,Flying,Blue
4,2,2,Human,none,Blue
2,2,2,Beast,Flash,Blue
4,2,2,Merfolk,none,Blue
3,2,2,Vampire,none,Black
7,5,4,Vampire,Flying,Black
6,4,4,Skeleton,none,Black
7,6,4,Demon,Flying,Black
6,5,5,Demon,Flying,Black
5,4,4,Carrier,none,Black
3,2,2,Horror,none,Black
5,3,2,Elemental,none,Black
7,4,4,Giant,Trample,Red
6,4,4,Devil,none,Red
4,3,3,Giant,none,Red
7,5,5,Dragon,Flying,Red
4,3,2,Human,none,Red
7,6,6,Giant,none,Red
6,5,4,Giant,none,Red
6,6,6,Elemental,Haste,Red
5,6,6,Dragon,Flying,Red
6,6,6,Giant,none,Red
7,5,5,Giant,none,Red
3,1,3,Goblin,none,Red
5,5,4,Giant,none,Red
6,5,5,Giant,none,Red
3,2,2,Shapeshifter,none,Red
5,4,4,Giant,none,Red
5,2,2,Ooze,Deathtouch,Green
5,6,6,Giant,Reach,Green
6,2,2,Elemental,none,Green
3,2,2,Elf,Flash,Green
4,4,4,Shapeshifter,none,Green
6,7,7,Elemental,Flash,Green
2,1,1,Elf,none,Green
3,2,1,Human,none,Green
1,1,1,Human,none,Green
4,0,3,Elemental,none,Green
5,4,4,Beast,none,Green
5,3,4,Human,none,Green
3,3,2,Centaur,none,Green
5,4,4,Fungus,none,Green
3,1,3,Snake,none,Green
4,2,1,Snake,Flying,Green
2,1,1,Snake,none,Green
2,1,1,Satyr,none,Green
5,2,5,Spider,Reach,Green
8,9,9,Elephant,none,Green
4,1,1,Elf,none,Green
8,7,7,Elemental,none,Green
2,2,1,Elf,none,Green
3,2,2,Elf,none,Green
2,2,1,Elf,none,Green
2,0,4,Plant,none,Green
3,1,1,Elf,none,Green
3,2,2,Human,Vigilance,White
4,2,2,Human,none,White
5,3,5,Human,none,White
4,2,3,Human,none,White
4,2,2,Human,none,White
4,2,4,Human,none,White
5,2,4,Human,none,White
3,1,1,Human,none,White
3,1,2,Human,none,White
3,2,2,Human,none,White
3,2,2,Human,none,White
5,3,3,Human,none,White
4,3,3,Human,none,White
2,1,1,Human,none,White
3,2,3,Human,none,White
4,2,2,Human,Vigilance,White
3,2,2,Human,none,White
5,2,4,Human,none,White
1,1,2,Human,none,White
6,4,4,Human,Vigilance,White
5,3,3,Human,none,White
3,1,1,Human,none,Blue
3,1,1,Human,none,Blue
5,4,4,Human,none,Blue
5,1,2,Human,none,Blue
4,1,3,Human,none,Blue
5,5,4,Human,none,Blue
2,1,3,Scarecrow,none,Blue
5,3,3,Human,none,Blue
6,4,4,Human,none,Blue
5,3,3,Human,none,Blue
4,2,3,Human,none,Blue
2,2,1,Human,none,Blue
2,1,2,Human,none,Blue
3,1,1,Human,none,Blue
2,1,1,Human,none,Blue
2,1,1,Human,none,Blue
3,3,3,Human,none,Blue
7,8,8,Human,none,Blue
3,1,1,Human,none,Blue
5,3,3,Human,none,Black
4,3,3,Human,none,Black
2,1,1,Human,none,Black
4,1,1,Human,none,Black
6,*,4,Human,none,Black
5,1,2,Human,none,Black
2,1,1,Human,none,Black
5,3,2,Human,none,Black
5,3,3,Human,none,Black
2,2,1,Human,none,Black
4,2,2,Human,none,Black
2,1,1,Human,none,Black
3,2,1,Human,none,Black
4,3,2,Human,none,Black
3,1,1,Human,none,Black
2,2,2,Human,none,Black
5,4,2,Human,none,Black
6,3,3,Human,none,Black
4,3,3,Boar,none,Black
1,1,1,Rat,none,Black
3,2,2,Snake,none,Black
5,3,2,Human,none,Red
4,3,3,Human,none,Red
4,2,2,Human,none,Red
4,1,1,Human,none,Red
5,3,3,Human,none,Red
1,1,1,Human,none,Red
3,1,1,Human,none,Red
2,2,1,Human,none,Red
6,4,3,Human,Haste,Red
5,3,3,Human,none,Red
1,1,1,Human,Haste,Red
5,3,3,Human,none,Red
5,4,2,Human,Haste,Red
2,1,1,Human,none,Red
4,2,2,Human,none,Red
2,2,2,Human,none,Red
5,2,3,Human,none,Red
4,2,2,Human,none,Red
3,2,2,Hound,none,Red
9,8,8,Dragon,none,Red
1,1,1,Goat,none,Red
2,2,2,Bear,none,Green
3,1,2,Human,none,Green
3,2,3,Cat,none,Green
5,4,3,Human,none,Green
3,2,2,Wolf,none,Green
5,4,4,Human,none,Green
5,4,5,Human,none,Green
4,3,3,Cat,none,Green
4,3,4,Elephant,none,Green
4,3,3,Cat,none,Green
3,2,2,Human,Hexproof,Green
3,2,2,Human,none,Green
3,2,2,Cat,none,Green
1,1,2,Hound,none,Green
8,7,6,Wolf,none,Green
4,3,3,Horse,none,Green
2,2,1,Ape,none,Green
4,3,3,Ox,none,Green
1,1,1,Rabbit,none,Green
2,2,1,Bird,none,Green
4,3,4,Cat,none,Green
3,1,2,Human,Hexproof,Green
1,1,1,Human,none,White
3,2,1,Spirit,Flying,White
4,2,3,Cat,none,White
2,2,2,Cat,none,White
5,3,3,Elephant,none,White
6,4,4,Angel,Flying,White
2,1,1,Spirit,Flying,White
4,1,3,Human,none,White
9,3,4,Drake,Flying,Blue
4,3,3,Drone,Flying,Blue
3,2,1,Human,Flying,Blue
3,2,2,Human,none,Blue
7,4,5,Beast,none,Blue
3,1,2,Vedalken,none,Blue
2,1,1,Vedalken,none,Blue
3,2,2,Rat,none,Black
3,2,1,Spirit,Flying,Black
5,5,6,Horror,none,Black
2,1,1,Bat,Flying,Black
5,0,5,Ooze,none,Black
3,3,4,Zombie,none,Black
4,3,3,Insect,none,Black
1,1,1,Goblin,none,Red
2,3,3,Ogre,none,Red
9,5,5,Dragon,Flying,Red
2,1,2,Goblin,none,Red
3,2,2,Goblin,none,Red
2,1,2,Goblin,none,Red
4,5,5,Boar,none,Red
5,4,4,Elemental,none,Green
4,4,2,Beast,none,Green
5,0,3,Wall,none,Green
4,0,0,Beast,none,Green
7,6,4,Wurm,none,Green
6,3,4,Spider,Flash,Green
3,2,2,Dryad,none,Green
4,3,1,Elf,none,Green
3,2,2,Wolf,none,Green
1,1,1,Elf,none,Green
2,2,1,Elf,none,Green
7,4,4,Human,First strike,White
5,3,3,Angel,Flying,White
2,0,4,Wall,Flying,White
4,2,2,Bird,Flying,White
4,2,2,Human,none,White
3,2,2,Human,First strike,White
4,2,2,Human,none,White
3,2,2,Human,none,White
2,1,1,Spirit,none,White
1,1,1,Human,none,White
1,1,1,Human,none,White
5,2,5,Human,none,White
5,3,3,Elephant,none,White
1,1,1,Human,none,White
3,2,2,Human,none,White
3,2,2,Human,First strike,White
9,4,6,Angel,Flying,White
2,1,1,Human,none,White
5,4,4,Angel,Flying,White
4,2,3,Cat,Flying,White
3,1,3,Cat,Flying,White
3,1,1,Cat,Flying,White
1,1,1,Human,none,White
2,2,1,Human,none,White
2,1,3,Human,none,White
2,2,2,Human,Vigilance,White
